Username,Komentar,Timestamp,Likes,Original Text,Public
@SepulangSekolah,Thaksin perlu dibahas juga kah? 🤔,2025-03-26T10:22:30Z,611,Thaksin perlu dibahas juga kah? 🤔,True
@piwchanlpiw,"emg org sipil mana yg bisa menangani troris? menangani pertahanan negara? menangani dewan pertahanan nasional? menangani intelijen negara? menangani sandi negara, setmilpres, lemhanas, narkotika, org sipil mana yg menangani pengamanan laut? org sipil mana yg jadi jaksa agung muda bidang tindak pidana militer? dan uu tni yg lama itu hampir sama aja dg yg revisi, cuma makin diperjelas aja.<br>yakali org sipil disuruh menangani masalah pertahanan dan keamanan negara. makin kocak dong jadinya",2025-03-27T01:32:12Z,0,"emg org sipil mana yg bisa menangani troris? menangani pertahanan negara? menangani dewan pertahanan nasional? menangani intelijen negara? menangani sandi negara, setmilpres, lemhanas, narkotika, org sipil mana yg menangani pengamanan laut? org sipil mana yg jadi jaksa agung muda bidang tindak pidana militer? dan uu tni yg lama itu hampir sama aja dg yg revisi, cuma makin diperjelas aja.
yakali org sipil disuruh menangani masalah pertahanan dan keamanan negara. makin kocak dong jadinya",True
@andrerandomart8306,uda sejelas ini masi ada yg ga paham..?.. btw bang biar konkret bs bahas UU ini kaitannya dgn ORBA di indonesia.. penghilangan orang dll,2025-03-27T01:29:35Z,0,uda sejelas ini masi ada yg ga paham..?.. btw bang biar konkret bs bahas UU ini kaitannya dgn ORBA di indonesia.. penghilangan orang dll,True
@Samsunga31-i7c,Tentara di indonesia ga ada yg perang tp banyak minta nya 😊  .. pada menyesalkan kalian milih yg onoh,2025-03-27T01:28:22Z,1,Tentara di indonesia ga ada yg perang tp banyak minta nya 😊  .. pada menyesalkan kalian milih yg onoh,True
@chandraaden2567,Udah bener gua gak coblos Prabowo 😆,2025-03-27T01:20:12Z,0,Udah bener gua gak coblos Prabowo 😆,True
@arbybimantara2538,"ga ada sejarahnya juga kudeta militer di indonesia berhasil, apalagi indonesia menjadi negara junta militer sangat kecil sekali kemungkinannya",2025-03-27T01:19:08Z,0,"ga ada sejarahnya juga kudeta militer di indonesia berhasil, apalagi indonesia menjadi negara junta militer sangat kecil sekali kemungkinannya",True
@navyanmoko1515,"anti kritik itu dimulai dari narsis, lama lama npd",2025-03-27T01:16:15Z,0,"anti kritik itu dimulai dari narsis, lama lama npd",True
@Netizencritics,Coba tebak siapa pembunuh tan Malaka,2025-03-27T01:11:50Z,0,Coba tebak siapa pembunuh tan Malaka,True
@juardiputra3736,"Mending TNI yg Pegang, Liat noh BAPOL Bnyak yg Benci Rakyat,, bnyak yg Korupsi Klu Ketangkep Bilang nya Oknum Entah Udah Brp kali Kejadian di Bilang Oknum.. <br>TNI dari dulu Merakyat  &amp; Lebih Manusiawi..",2025-03-27T01:09:59Z,0,"Mending TNI yg Pegang, Liat noh BAPOL Bnyak yg Benci Rakyat,, bnyak yg Korupsi Klu Ketangkep Bilang nya Oknum Entah Udah Brp kali Kejadian di Bilang Oknum.. 
TNI dari dulu Merakyat  & Lebih Manusiawi..",True
@niisaa90,"<a href=""https://www.youtube.com/watch?v=sg8Mzx0fZbU&amp;t=777"">12:57</a> kayaknya Koi perlu deep-dive lagi masalah &#39;kesuksesan&#39; Park Chunghee yang timelinenya mirip sama rezim orde baru di Indonesia plus memanasnya persaingan antara US dan Soviet.<br>Jadi nanti ketemu konklusi apakah benar-benar suksesnya industriliasi korsel karena pemimpin yang otoriter dari militer atau sebenernya mirip2 sama Chile yaitu karena pengaruh si Sam.",2025-03-27T01:06:06Z,0,"12:57 kayaknya Koi perlu deep-dive lagi masalah 'kesuksesan' Park Chunghee yang timelinenya mirip sama rezim orde baru di Indonesia plus memanasnya persaingan antara US dan Soviet.
Jadi nanti ketemu konklusi apakah benar-benar suksesnya industriliasi korsel karena pemimpin yang otoriter dari militer atau sebenernya mirip2 sama Chile yaitu karena pengaruh si Sam.",True
@maradan4993,wallahi we&#39;re finished,2025-03-27T01:02:01Z,0,wallahi we're finished,True
@stevanywilliams9832,"Selamat tinggal demokrasi, selamat datang fasisme.",2025-03-27T01:00:51Z,0,"Selamat tinggal demokrasi, selamat datang fasisme.",True
@Hana955,Kapal perang china nampak di lautan Indonesia waspada,2025-03-27T00:58:28Z,0,Kapal perang china nampak di lautan Indonesia waspada,True
@noersindoro8159,"UUD TNI kan udah sah, point&#39; dr sini apa koy? Kenapa jd bahas tentara negara lain?",2025-03-27T00:58:01Z,0,"UUD TNI kan udah sah, point' dr sini apa koy? Kenapa jd bahas tentara negara lain?",True
@cocobabychannel,saya sih gpp karena aku sudah bukan lagi negara yang tidak bisa ditebak dan ga rasional...baik-baik ya masyarakat indonesia,2025-03-27T00:53:03Z,0,saya sih gpp karena aku sudah bukan lagi negara yang tidak bisa ditebak dan ga rasional...baik-baik ya masyarakat indonesia,True
@PatkaBiosy,"KAMI RAKYAT SIPIL INDONESIA🇲🇨 TIDAK MAU DIBODOHI TENTARA INDONESIA🇲🇨KARNA RUU TNI JELAS JELAS BERSIFAT INGIN MEREBUT KEKUASAAN 🔥KAWAL TERUS RUU TNI ,.LAWAAN🔥✊️HIDUP RAKYAT🔥✊️ALLAH HU AKBAR✊️TAKBIR🔥✊️",2025-03-27T00:52:17Z,0,"KAMI RAKYAT SIPIL INDONESIA🇲🇨 TIDAK MAU DIBODOHI TENTARA INDONESIA🇲🇨KARNA RUU TNI JELAS JELAS BERSIFAT INGIN MEREBUT KEKUASAAN 🔥KAWAL TERUS RUU TNI ,.LAWAAN🔥✊️HIDUP RAKYAT🔥✊️ALLAH HU AKBAR✊️TAKBIR🔥✊️",True
@mikaelberry2093,Up,2025-03-27T00:48:57Z,0,Up,True
@oowiewie1181,Pemilih 58% gimana niih tanggapannya. Puassss 😂😂😂,2025-03-27T00:46:20Z,0,Pemilih 58% gimana niih tanggapannya. Puassss 😂😂😂,True
@BACOTFOOTBALL,tinggal tunggu? tiap-tiap provinsi memisahkan diri. 🤣🤣 Negara makin hancur korupsi merajalela+ inflasi parah 😏,2025-03-27T00:42:37Z,0,tinggal tunggu? tiap-tiap provinsi memisahkan diri. 🤣🤣 Negara makin hancur korupsi merajalela+ inflasi parah 😏,True
@IchelMenolakpasrah,Dimana PBB saat situasi kek gini?,2025-03-27T00:41:55Z,0,Dimana PBB saat situasi kek gini?,True
@supriyatinsupriyatin2237,"Tai pemerintahan, Indonesia Gelap. dasar gendut",2025-03-27T00:40:08Z,0,"Tai pemerintahan, Indonesia Gelap. dasar gendut",True
@MochIpank,saya ingin tukaang baso jaadi tukang baso aja jan jadi dwi  fungsi,2025-03-27T00:38:02Z,0,saya ingin tukaang baso jaadi tukang baso aja jan jadi dwi  fungsi,True
@JayKopet,"YG PERLU DIKHAWATIRKAN ITU BUKAN TNI, TAPI KORUPTOR YG HARUS DIBERANTAS. ITU YG DEMO TNI KURANG TEPAT, SEHARUSNYA MAHASEWA DEMO RUU PERAMPASAN ASET KORUPTOR. BIAR MAHASEWA BISA BELAJAR KELUAR NEGERI YG LEBIH BANYAK",2025-03-27T00:37:18Z,0,"YG PERLU DIKHAWATIRKAN ITU BUKAN TNI, TAPI KORUPTOR YG HARUS DIBERANTAS. ITU YG DEMO TNI KURANG TEPAT, SEHARUSNYA MAHASEWA DEMO RUU PERAMPASAN ASET KORUPTOR. BIAR MAHASEWA BISA BELAJAR KELUAR NEGERI YG LEBIH BANYAK",True
@Hansaunders-b1t,terima kasi rezekinya  ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,2025-03-27T00:35:38Z,0,terima kasi rezekinya  ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,True
@Alysasaunders-x8h,Akhirnya yg di tunggu2😁 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,2025-03-27T00:35:37Z,0,Akhirnya yg di tunggu2😁 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,True
@Hartsaunders-o3g,gatot barusan coba langsung jatuh perkalian 1000 langsung aja cari situsnya 🚩Weton88🚩,2025-03-27T00:35:35Z,0,gatot barusan coba langsung jatuh perkalian 1000 langsung aja cari situsnya 🚩Weton88🚩,True
@Bivenssaunders-m2w,Awal kebangkitan cuan pasti di WETON88,2025-03-27T00:35:34Z,0,Awal kebangkitan cuan pasti di WETON88,True
@Granthamsaunders-i4z,"<a href=""https://www.youtube.com/watch?v=sg8Mzx0fZbU&amp;t=2"">0:02</a> Wah keren Weton88 terbaik menang mudah",2025-03-27T00:35:34Z,0,0:02 Wah keren Weton88 terbaik menang mudah,True
@Nickelsaunders-o2z,"Kapan lagi main di situs segacor 𝗪𝗘𝗧𝗢𝗡𝟴𝟴, asli nagih sih",2025-03-27T00:35:34Z,0,"Kapan lagi main di situs segacor 𝗪𝗘𝗧𝗢𝗡𝟴𝟴, asli nagih sih",True
@Groversaunders-y6c,"TS yah tetangga w ada yang jp 10jt di byar ,semenjak itu w main di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 lumayan kalau mau cari 50 - 100 an mah gampang",2025-03-27T00:35:34Z,0,"TS yah tetangga w ada yang jp 10jt di byar ,semenjak itu w main di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 lumayan kalau mau cari 50 - 100 an mah gampang",True
@Dicksonsaunders-s2m,Sehat selalu dan banyak rezeki Weton88,2025-03-27T00:35:33Z,0,Sehat selalu dan banyak rezeki Weton88,True
@Escobedosaunders-u7j,"Semangat Bosqu , Terbaik ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴",2025-03-27T00:35:33Z,0,"Semangat Bosqu , Terbaik ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴",True
@Hugginssaunders-v4s,Class bos🚩 𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 gak ribet depo cepat dan wd lancar,2025-03-27T00:35:31Z,0,Class bos🚩 𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 gak ribet depo cepat dan wd lancar,True
@Diazsaunders-t1f,gatot barusan coba langsung jatuh perkalian 1000 langsung aja cari situsnya 🚩Weton88🚩,2025-03-27T00:35:30Z,0,gatot barusan coba langsung jatuh perkalian 1000 langsung aja cari situsnya 🚩Weton88🚩,True
@Chaconsaunders-j7t,weton88 keren banget 😊,2025-03-27T00:35:30Z,0,weton88 keren banget 😊,True
@Beatricesaunders-o2v,Sehat selalu dan banyak rezeki Weton88,2025-03-27T00:35:30Z,0,Sehat selalu dan banyak rezeki Weton88,True
@Orrsaunders-n3h,Busett cerahh banget 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 encess sama koinya lagi ngasih mulu,2025-03-27T00:35:29Z,0,Busett cerahh banget 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 encess sama koinya lagi ngasih mulu,True
@Kenziesaunders-b5n,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 bikin maxwin makin gampang,2025-03-27T00:35:29Z,0,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 bikin maxwin makin gampang,True
@McCulloughsaunders-j9h,❤ 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ❤,2025-03-27T00:35:29Z,0,❤ 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ❤,True
@Saylorsaunders-v5l,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 bikin maxwin makin gampang,2025-03-27T00:35:28Z,0,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 bikin maxwin makin gampang,True
@Ruckersaunders-x9m,"Barusan coba emng iyah sih dapat wd 200 aku bang , makasih yah rekomendasi 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴 🚩",2025-03-27T00:35:28Z,0,"Barusan coba emng iyah sih dapat wd 200 aku bang , makasih yah rekomendasi 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴 🚩",True
@Barbersaunders-i9m,"Berkah rezeki hari ini berkat ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,puji syukur!",2025-03-27T00:35:27Z,0,"Berkah rezeki hari ini berkat ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,puji syukur!",True
@Sanbornsaunders-c2u,Asli beneran gampang sc*tter di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 cari aja di google,2025-03-27T00:35:27Z,0,Asli beneran gampang sc*tter di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 cari aja di google,True
@Hernansaunders-f5g,Akhirrrnyaaa bagus konten abang !! luar biasa coba main di ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,2025-03-27T00:35:26Z,0,Akhirrrnyaaa bagus konten abang !! luar biasa coba main di ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,True
@mystogan9470,Kalian milih capres dari keluarga cendana...balik orde baru kok protes 🤣,2025-03-27T00:35:26Z,0,Kalian milih capres dari keluarga cendana...balik orde baru kok protes 🤣,True
@Cavesaunders-o4b,yang pro aja bang di Weton88 👍,2025-03-27T00:35:25Z,0,yang pro aja bang di Weton88 👍,True
@Morrisonsaunders-t1m,Ada notif langsung nonton 😂😂 soalnya habis jepe di WETON88,2025-03-27T00:35:24Z,0,Ada notif langsung nonton 😂😂 soalnya habis jepe di WETON88,True
@Arronsaunders-u9t,Memang web terbaik se asia gak salah pilih cuma 🚩Weton88🚩 yang bisa gni !,2025-03-27T00:35:24Z,0,Memang web terbaik se asia gak salah pilih cuma 🚩Weton88🚩 yang bisa gni !,True
@Kierasaunders-e6r,🤑 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 🤑,2025-03-27T00:35:24Z,0,🤑 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 🤑,True
@Margosaunders-o9y,"Ok min, lanjut WETON88",2025-03-27T00:35:22Z,0,"Ok min, lanjut WETON88",True
@Ricardosaunders-w7m,Yang di tunggu tunggu salam Jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,2025-03-27T00:35:22Z,0,Yang di tunggu tunggu salam Jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,True
@Lorrainesaunders-p8d,Streamer favorit ❤ dan selalu menunggu update terbarunya 😁😁 semangat terus bang 💪💪 salam Jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,2025-03-27T00:35:21Z,0,Streamer favorit ❤ dan selalu menunggu update terbarunya 😁😁 semangat terus bang 💪💪 salam Jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,True
@Haassaunders-b3m,Luar biasa! bang video kamu !! ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴 terpercaya 5k jadi 1jt,2025-03-27T00:35:20Z,0,Luar biasa! bang video kamu !! ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴 terpercaya 5k jadi 1jt,True
@Orianasaunders-m9h,Konten yang luar biasa! Keren banget cara kamu menjelaskannya! Main yang bagus di sini bang ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,2025-03-27T00:35:18Z,0,Konten yang luar biasa! Keren banget cara kamu menjelaskannya! Main yang bagus di sini bang ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,True
@Lausaunders-e5j,"Keren sih 𝗪𝗘𝗧𝗢𝗡𝟴𝟴, main bentar auto jepe.",2025-03-27T00:35:18Z,0,"Keren sih 𝗪𝗘𝗧𝗢𝗡𝟴𝟴, main bentar auto jepe.",True
@Macaylasaunders-b6o,bng coba game zeus x 1000  di weton88 gampang bet pecah,2025-03-27T00:35:17Z,0,bng coba game zeus x 1000  di weton88 gampang bet pecah,True
@Issacsaunders-k1t,Konten yang luar biasa! Keren banget cara kamu menjelaskannya! Main yang bagus di sini bang ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,2025-03-27T00:35:15Z,0,Konten yang luar biasa! Keren banget cara kamu menjelaskannya! Main yang bagus di sini bang ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,True
@Butterfieldsaunders-p6p,Streamer favorit ❤ dan selalu menunggu update terbarunya 😁😁 semangat terus bang 💪💪 salam Jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,2025-03-27T00:35:14Z,0,Streamer favorit ❤ dan selalu menunggu update terbarunya 😁😁 semangat terus bang 💪💪 salam Jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,True
@Shipleysaunders-g6f,mending bang coba di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 selama ini di bayar wede w !! gak pernah bermasalah,2025-03-27T00:35:13Z,0,mending bang coba di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 selama ini di bayar wede w !! gak pernah bermasalah,True
@Kongsaunders-n9l,Asli beneran gampang sc*tter di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 cari aja di google,2025-03-27T00:35:11Z,0,Asli beneran gampang sc*tter di 🚩𝗪𝗘𝗧𝗢𝗡𝟴𝟴🚩 cari aja di google,True
@Gerbersaunders-o5o,❤ 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ❤,2025-03-27T00:35:11Z,0,❤ 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ❤,True
@kamalfadhil1267,"apa yang di pikirkan DPR, bukannya mewakili suara keluh kesah dan pendapat rakyat tapi malah menyusahkan rakyat",2025-03-27T00:34:39Z,0,"apa yang di pikirkan DPR, bukannya mewakili suara keluh kesah dan pendapat rakyat tapi malah menyusahkan rakyat",True
@jhonwib8713,"Kita liat nanti, apakah konten ini akan hilang? Kalo iya fiks tau siapa pelakunya",2025-03-27T00:31:47Z,0,"Kita liat nanti, apakah konten ini akan hilang? Kalo iya fiks tau siapa pelakunya",True
@focusnganggur2240,"Bukannya masalah KOMANDO mereka itu bawa SENJATA, 😢",2025-03-27T00:31:01Z,0,"Bukannya masalah KOMANDO mereka itu bawa SENJATA, 😢",True
@theevngshwr,Bahas thaksin woi knp dia bisa ada di danantara,2025-03-27T00:30:30Z,0,Bahas thaksin woi knp dia bisa ada di danantara,True
@SaourusBoreasGreyrat-bt7xw,Berkomentarlah sebelum internet di batasi penguunaanya apa lagi mereka udh menguasai cyber jdi kuasa mereka.,2025-03-27T00:27:52Z,0,Berkomentarlah sebelum internet di batasi penguunaanya apa lagi mereka udh menguasai cyber jdi kuasa mereka.,True
@kernetblongfishing,Kita dkung.. setidaknya masyarakat gk bikin ormas dan gank,2025-03-27T00:21:04Z,0,Kita dkung.. setidaknya masyarakat gk bikin ormas dan gank,True
@samsulkamal9386,😊😊😊 Negara SDM Rendah😊😊😊. Gini banyak Hokage😅😅,2025-03-27T00:21:03Z,0,😊😊😊 Negara SDM Rendah😊😊😊. Gini banyak Hokage😅😅,True
@Kenziemantab,"myanmar junta anjin banget, banyak gore nya",2025-03-27T00:17:06Z,0,"myanmar junta anjin banget, banyak gore nya",True
@LibbyWertz,"Jika Anda mencari sesuatu yang berbeda, SRIWIJAYATOTO layak dilihat lebih dekat",2025-03-27T00:16:37Z,0,"Jika Anda mencari sesuatu yang berbeda, SRIWIJAYATOTO layak dilihat lebih dekat",True
@LaineCagle,"SRIWIJAYATOTO aku maen cuma modal dikit, malah dapet banyak",2025-03-27T00:16:31Z,0,"SRIWIJAYATOTO aku maen cuma modal dikit, malah dapet banyak",True
@RustySchuler,"Rezeki hari ini luar biasa, berkat  ★SRIWIJAYATOTO★ semuanya jadi lebih mudah",2025-03-27T00:16:18Z,0,"Rezeki hari ini luar biasa, berkat  ★SRIWIJAYATOTO★ semuanya jadi lebih mudah",True
@RacheleVenegas,Hanya di SRIWIJAYATOTO paling mantap,2025-03-27T00:15:51Z,0,Hanya di SRIWIJAYATOTO paling mantap,True
@TimikaHerbst,"SRIWIJAYATOTO yang lain udah pada WEDEY, jangan sampe ketinggalan",2025-03-27T00:15:48Z,0,"SRIWIJAYATOTO yang lain udah pada WEDEY, jangan sampe ketinggalan",True
@BillMonge,buat bangga sama SRIWIJAYATOTO  tiap hari bagi JP terus,2025-03-27T00:15:46Z,0,buat bangga sama SRIWIJAYATOTO  tiap hari bagi JP terus,True
@WilmaSaavedra-x6z,SRIWIJAYATOTO Depo dikit lunas utang cok,2025-03-27T00:15:43Z,0,SRIWIJAYATOTO Depo dikit lunas utang cok,True
@TroyHerr-p8o,mau liat JP cukup ke SRIWIJAYATOTO  saja bisa dapatkan itu,2025-03-27T00:15:40Z,0,mau liat JP cukup ke SRIWIJAYATOTO  saja bisa dapatkan itu,True
@MalcolmMcfarland-j4r,"SRIWIJAYATOTO gachor abis, ga boong!",2025-03-27T00:15:29Z,0,"SRIWIJAYATOTO gachor abis, ga boong!",True
@GiuseppeMay-o3y,cobain deh main di SRIWIJAYATOTO rekomen banget,2025-03-27T00:15:20Z,0,cobain deh main di SRIWIJAYATOTO rekomen banget,True
@RobbiHollins,"Gak pernah bosan main SRIWIJAYATOTO, selalu ada yang baru!",2025-03-27T00:14:45Z,0,"Gak pernah bosan main SRIWIJAYATOTO, selalu ada yang baru!",True
@IsaiasSwanson,cobain deh main di SRIWIJAYATOTO rekomen banget,2025-03-27T00:14:42Z,0,cobain deh main di SRIWIJAYATOTO rekomen banget,True
@TijuanaYazzie,butuh uang ? cukup dp 10rb saja sudah bisa dapatin jutaan hanya di SRIWIJAYATOTO,2025-03-27T00:14:36Z,0,butuh uang ? cukup dp 10rb saja sudah bisa dapatin jutaan hanya di SRIWIJAYATOTO,True
@ValenciaTennant,ubur ubur ikan lele sini le main di SRIWIJAYATOTO,2025-03-27T00:14:28Z,0,ubur ubur ikan lele sini le main di SRIWIJAYATOTO,True
@DarrinPalm,"Rezeki hari ini luar biasa, berkat SRIWIJAYATOTO semuanya jadi lebih mudah!",2025-03-27T00:14:25Z,0,"Rezeki hari ini luar biasa, berkat SRIWIJAYATOTO semuanya jadi lebih mudah!",True
@CarriLarios,pokok tau nama  SRIWIJAYATOTO langsung gas saja le,2025-03-27T00:14:16Z,0,pokok tau nama  SRIWIJAYATOTO langsung gas saja le,True
@MarhtaDerrick,cinta SRIWIJAYATOTO kpada member nya sangat terpercaya,2025-03-27T00:14:09Z,0,cinta SRIWIJAYATOTO kpada member nya sangat terpercaya,True
@LowellPyles,SRIWIJAYATOTO  gas kan saja terus sampai kemana pun,2025-03-27T00:14:07Z,0,SRIWIJAYATOTO  gas kan saja terus sampai kemana pun,True
@LowellPyles,mau dapat uang dan mobil cukup main di SRIWIJAYATOTO bisa dapatkan semua nya,2025-03-27T00:13:58Z,0,mau dapat uang dan mobil cukup main di SRIWIJAYATOTO bisa dapatkan semua nya,True
@MafaldaLane,"jepe pagi, siang, malem! Cuma di █▓▒▒░░░ SRIWIJAYATOTO",2025-03-27T00:13:55Z,0,"jepe pagi, siang, malem! Cuma di █▓▒▒░░░ SRIWIJAYATOTO",True
@ChristiaLockhart,"Rezeki hari ini luar biasa, berkat SRIWIJAYATOTO semuanya jadi lebih mudah!",2025-03-27T00:13:52Z,0,"Rezeki hari ini luar biasa, berkat SRIWIJAYATOTO semuanya jadi lebih mudah!",True
@KentCastle-v6c,SRIWIJAYATOTO bagi uang tiap hari,2025-03-27T00:13:47Z,0,SRIWIJAYATOTO bagi uang tiap hari,True
@SantosFalcon-q7k,cintaku hanya pada SRIWIJAYATOTO karna berkat nya aku dapat rumah,2025-03-27T00:13:45Z,0,cintaku hanya pada SRIWIJAYATOTO karna berkat nya aku dapat rumah,True
@LewisHanna-f1w,SRIWIJAYATOTO punya fitur paling lengkap,2025-03-27T00:13:36Z,0,SRIWIJAYATOTO punya fitur paling lengkap,True
@GiuseppeMay-o3y,"SRIWIJAYATOTO yang lain udah pada WEDEY, jangan sampe ketinggalan",2025-03-27T00:13:19Z,0,"SRIWIJAYATOTO yang lain udah pada WEDEY, jangan sampe ketinggalan",True
@RuthieGantt,SRIWIJAYATOTO punya fitur paling lengkap,2025-03-27T00:13:16Z,0,SRIWIJAYATOTO punya fitur paling lengkap,True
@EnriqueClemmons,cintaku hanya pada SRIWIJAYATOTO karna berkat nya aku dapat rumah,2025-03-27T00:13:14Z,0,cintaku hanya pada SRIWIJAYATOTO karna berkat nya aku dapat rumah,True
@EvonneOlmos,cari di google SRIWIJAYATOTO paling atas,2025-03-27T00:12:43Z,0,cari di google SRIWIJAYATOTO paling atas,True
@KayCrandall,"Rezeki hari ini luar biasa, berkat  ★SRIWIJAYATOTO★ semuanya jadi lebih mudah",2025-03-27T00:12:34Z,0,"Rezeki hari ini luar biasa, berkat  ★SRIWIJAYATOTO★ semuanya jadi lebih mudah",True
@RustySchuler,Depo dikit lunas utang cok SRIWIJAYATOTO,2025-03-27T00:12:23Z,0,Depo dikit lunas utang cok SRIWIJAYATOTO,True
@LewisHanna-f1w,mau liat JP cukup ke SRIWIJAYATOTO  saja bisa dapatkan itu,2025-03-27T00:12:17Z,0,mau liat JP cukup ke SRIWIJAYATOTO  saja bisa dapatkan itu,True
@TimikaHerbst,cair terus dari SRIWIJAYATOTO  cukup modal receh saja,2025-03-27T00:12:14Z,0,cair terus dari SRIWIJAYATOTO  cukup modal receh saja,True
@KyokoDanner,"Gak pernah bosan main SRIWIJAYATOTO, selalu ada yang baru!",2025-03-27T00:12:07Z,0,"Gak pernah bosan main SRIWIJAYATOTO, selalu ada yang baru!",True
@DelenaJefferson,cintaku hanya pada SRIWIJAYATOTO karna berkat nya aku dapat rumah,2025-03-27T00:12:02Z,0,cintaku hanya pada SRIWIJAYATOTO karna berkat nya aku dapat rumah,True
@RacheleVenegas,Semoga pertengahan taun ini ada cintanya SRIWIJAYATOTO,2025-03-27T00:11:58Z,0,Semoga pertengahan taun ini ada cintanya SRIWIJAYATOTO,True
@DennaBiggs,Pokonya ada notif langsung gas SRIWIJAYATOTO,2025-03-27T00:11:32Z,0,Pokonya ada notif langsung gas SRIWIJAYATOTO,True
@LeaFanning,"bikin aku makin bahagia hari ini, terima kasih ★SRIWIJAYATOTO★",2025-03-27T00:11:23Z,0,"bikin aku makin bahagia hari ini, terima kasih ★SRIWIJAYATOTO★",True
@MarhtaDerrick,Depo dikit lunas utang cok SRIWIJAYATOTO,2025-03-27T00:11:14Z,0,Depo dikit lunas utang cok SRIWIJAYATOTO,True
@RustySchuler,SRIWIJAYATOTO hadir slalu abang ku,2025-03-27T00:11:12Z,0,SRIWIJAYATOTO hadir slalu abang ku,True
@DexterLopes-q9o,Saya suka gimana SRIWIJAYATOTO selalu update,2025-03-27T00:11:05Z,0,Saya suka gimana SRIWIJAYATOTO selalu update,True
@TedCade,cobain deh main di SRIWIJAYATOTO rekomen banget,2025-03-27T00:10:48Z,0,cobain deh main di SRIWIJAYATOTO rekomen banget,True
@alexade2746,Dllu dipegang sipil selama 20thn koropsi trus trilyun2an..skrng wkruny TNI untuk memberantas koropsi2 biar aman dan tentram jadi q dukung UU TNI gaskan ..biar aman dan disiplin negara ini.,2025-03-27T00:10:43Z,0,Dllu dipegang sipil selama 20thn koropsi trus trilyun2an..skrng wkruny TNI untuk memberantas koropsi2 biar aman dan tentram jadi q dukung UU TNI gaskan ..biar aman dan disiplin negara ini.,True
@nekopoi9754,Bang kok suaranya agak beda lagi sakit kah,2025-03-27T00:10:35Z,0,Bang kok suaranya agak beda lagi sakit kah,True
@CoryFalcon,"SRIWIJAYATOTO aku maen cuma modal dikit, malah dapet banyak",2025-03-27T00:10:33Z,0,"SRIWIJAYATOTO aku maen cuma modal dikit, malah dapet banyak",True
@HarryLarson-y9l,butuh uang ? cukup dp 10rb saja sudah bisa dapatin jutaan hanya di SRIWIJAYATOTO,2025-03-27T00:10:30Z,0,butuh uang ? cukup dp 10rb saja sudah bisa dapatin jutaan hanya di SRIWIJAYATOTO,True
@NestorBrown-h2j,Syahduuu gilaaak SRIWIJAYATOTO,2025-03-27T00:10:27Z,0,Syahduuu gilaaak SRIWIJAYATOTO,True
