Username,Komentar,Timestamp,Likes,Original Text,Public
@ytapai,Rakus banget mau nguasain banyak hal tanpa jalur kompetensi. Selama ini udah pada bermain multifungsi cuma pengen dikuatkan pake undang-undang biar makin menjadi-jadi.,2025-03-23T08:02:58Z,0,Rakus banget mau nguasain banyak hal tanpa jalur kompetensi. Selama ini udah pada bermain multifungsi cuma pengen dikuatkan pake undang-undang biar makin menjadi-jadi.,True
@reyviewchannel97,Semoga tempo masih tetap ada sampai revolusi total NKRI terlaksana dan para oligarki dan militer yang arogan dan haus kekuasaan di arak oleh kekuatan Rakyat NKRI sebagaimana waktu revolusi prancis,2025-03-23T08:02:37Z,0,Semoga tempo masih tetap ada sampai revolusi total NKRI terlaksana dan para oligarki dan militer yang arogan dan haus kekuasaan di arak oleh kekuatan Rakyat NKRI sebagaimana waktu revolusi prancis,True
@pestamarpaung7555,"Maju trus, demokrasi hrs dijaga",2025-03-23T08:01:38Z,0,"Maju trus, demokrasi hrs dijaga",True
@M1effendy,TNI dan Polri suah menjadi alat PENGUASA DAN PENGUSAHA.,2025-03-23T08:01:00Z,0,TNI dan Polri suah menjadi alat PENGUASA DAN PENGUSAHA.,True
@erwinlewi9042,jd sebener nya DPR itu hanya mendengar rakyat saat pemilu ajah..,2025-03-23T07:53:56Z,0,jd sebener nya DPR itu hanya mendengar rakyat saat pemilu ajah..,True
@sriyadilimuspratama9317,Tempo. Suka buat konspirasi. Dan sok tahu.. ya paling cari sensasi,2025-03-23T07:51:31Z,0,Tempo. Suka buat konspirasi. Dan sok tahu.. ya paling cari sensasi,True
@BangDolin-g8r,"😂 bet1t@ TEMPE ,,,",2025-03-23T07:49:03Z,0,"😂 bet1t@ TEMPE ,,,",True
@krisbotsi4843,Skrng ini media besar yg masih menjaga dan mengajak kewarasan ya cuma Tempo. Media2 lainnya sudah pd tunduk nurut di bawah ketiak rezim gemoy &amp; mulyono,2025-03-23T07:47:03Z,0,Skrng ini media besar yg masih menjaga dan mengajak kewarasan ya cuma Tempo. Media2 lainnya sudah pd tunduk nurut di bawah ketiak rezim gemoy & mulyono,True
@komsatun4747,PKI muncul lagi d jmn Kita moga Tempo terus lancar jaya,2025-03-23T07:41:44Z,0,PKI muncul lagi d jmn Kita moga Tempo terus lancar jaya,True
@dirgahayusampurna5351,Kenapa PDIP kok nurut sama Prabowo? Ketua pansus dan ketua DPR gerak cepat ...tanpa ada interupsi sama sekali. Apa tower BTS sudah demikian mengerikan?,2025-03-23T07:40:03Z,0,Kenapa PDIP kok nurut sama Prabowo? Ketua pansus dan ketua DPR gerak cepat ...tanpa ada interupsi sama sekali. Apa tower BTS sudah demikian mengerikan?,True
@user-Herangcai,"Terlalu banyak Ngangur, Ga pernah Perang2 begini jadinya...",2025-03-23T07:39:27Z,0,"Terlalu banyak Ngangur, Ga pernah Perang2 begini jadinya...",True
@Bapakwasis-h2g,Ati ati mas ndase gajah lo seng bakal dipaketno,2025-03-23T07:38:20Z,0,Ati ati mas ndase gajah lo seng bakal dipaketno,True
@tequiladamaly9454,Dari Austria  🇦🇹  podcast Bocor alus Tempo yg selalu gw tunggu2. Semangat terus menyuarakan kebenaran.,2025-03-23T07:38:08Z,0,Dari Austria  🇦🇹  podcast Bocor alus Tempo yg selalu gw tunggu2. Semangat terus menyuarakan kebenaran.,True
@InkaRiris,Sharusnya bhasan seperti bocor halus inilah yg mesti dilakukan anggota DPR kta secara transparan. <br>Tempo yg mendidik.,2025-03-23T07:35:44Z,0,"Sharusnya bhasan seperti bocor halus inilah yg mesti dilakukan anggota DPR kta secara transparan. 
Tempo yg mendidik.",True
@tajirmampus,"<a href=""https://www.youtube.com/watch?v=z6nSQrYWJlY&amp;t=1475"">24:35</a> SAHUR!!!!!!!",2025-03-23T07:34:27Z,0,24:35 SAHUR!!!!!!!,True
@pietwairissal1590,Kami berdoa semoga tembo tetap diberkati tuhan,2025-03-23T07:32:28Z,0,Kami berdoa semoga tembo tetap diberkati tuhan,True
@IruzoMuraik,Edan taktik oke gas,2025-03-23T07:32:10Z,0,Edan taktik oke gas,True
@iwanpapae690,Krn kepentingan beberapa Ndas  sampe rela mengorbankan rakyat,2025-03-23T07:31:14Z,0,Krn kepentingan beberapa Ndas  sampe rela mengorbankan rakyat,True
@dayucitra6231,SEMANGAT TEMPO BERJUANG UNTUK KEBENARAN  TUHAN SELALU MELINDUNGI PARA JURNALIS   KARMA ITU TETAP ADA SIAPA YG MENABUR DIA YG MENUAI❤❤❤❤,2025-03-23T07:31:07Z,0,SEMANGAT TEMPO BERJUANG UNTUK KEBENARAN  TUHAN SELALU MELINDUNGI PARA JURNALIS   KARMA ITU TETAP ADA SIAPA YG MENABUR DIA YG MENUAI❤❤❤❤,True
@agustinusbolemalo5827,Para pemberani,2025-03-23T07:29:00Z,0,Para pemberani,True
@hilmanparaq307,Tetap SEMANGAT Bocor Alus..👍👍👍,2025-03-23T07:24:59Z,0,Tetap SEMANGAT Bocor Alus..👍👍👍,True
@iwanpapae690,Ati2 lur besok ada lagi paket kepala KUCING,2025-03-23T07:21:45Z,0,Ati2 lur besok ada lagi paket kepala KUCING,True
@widayatiindah6505,"Semangat Adik2 Tempo terutama Bocor Alus, Tuhan memberkati pekerjaan kalian dan kejujuran kalian, sehat selalu, tetap suarakan kebenaran",2025-03-23T07:20:40Z,0,"Semangat Adik2 Tempo terutama Bocor Alus, Tuhan memberkati pekerjaan kalian dan kejujuran kalian, sehat selalu, tetap suarakan kebenaran",True
@hssudaryanto2567,"Para pemangku kekuasaan yang dibayar pakai uang rakyat sering dan selalu berbohong, menipu, memeras kepada rakyat Indonesia. <br>inilah doa Rakyat Indonesia kepada Allah SWT &quot;semoga perilaku para penguasa Indonesia yang ZOLIM dilumpuhkan dan dicabut panca indranya&quot;<br>Allah berfirman, “(Doamu Aku kabulkan, tetapi) janji-Ku tidak berlaku bagi orang-orang zalim.”",2025-03-23T07:15:03Z,0,"Para pemangku kekuasaan yang dibayar pakai uang rakyat sering dan selalu berbohong, menipu, memeras kepada rakyat Indonesia. 
inilah doa Rakyat Indonesia kepada Allah SWT ""semoga perilaku para penguasa Indonesia yang ZOLIM dilumpuhkan dan dicabut panca indranya""
Allah berfirman, “(Doamu Aku kabulkan, tetapi) janji-Ku tidak berlaku bagi orang-orang zalim.”",True
@ashfaabid1897,RAKYAT BERSAMA TEMPO,2025-03-23T07:14:45Z,3,RAKYAT BERSAMA TEMPO,True
@kusjoyo6668,Makin hancur aja negeri ini saat ini...dimana reformasi yg kita perjuangkan di 97 lalu? <br>Jokowi rusak semuanya krn kerakusan dan ambisi kotornya. Semoga diazab itu orang,2025-03-23T07:13:02Z,0,"Makin hancur aja negeri ini saat ini...dimana reformasi yg kita perjuangkan di 97 lalu? 
Jokowi rusak semuanya krn kerakusan dan ambisi kotornya. Semoga diazab itu orang",True
@nandafitri5636,❤,2025-03-23T07:10:38Z,0,❤,True
@MitraJaya_99,"Satu2nya media harapan kita yg menyampaikan kebenaran, bahkan di DPR sudah nggak ada oposisi kita bersama tempo",2025-03-23T07:03:01Z,1,"Satu2nya media harapan kita yg menyampaikan kebenaran, bahkan di DPR sudah nggak ada oposisi kita bersama tempo",True
@nata976,Ini mungkin imbas dari ketidak becusan Polisi menangani kasus2 penting  di masyarakat,2025-03-23T07:01:56Z,1,Ini mungkin imbas dari ketidak becusan Polisi menangani kasus2 penting  di masyarakat,True
@bismannasution9461,The best tempo news,2025-03-23T07:00:49Z,1,The best tempo news,True
@jcapsocialapostolate8545,"Meski terus diteror, jangan takut ya bocoralus..kami bersama @tempo",2025-03-23T06:57:56Z,0,"Meski terus diteror, jangan takut ya bocoralus..kami bersama @tempo",True
@Bluesky77777,Terimakasih banyak TEMPO! ❤❤❤,2025-03-23T06:57:07Z,0,Terimakasih banyak TEMPO! ❤❤❤,True
@winawe-ld8pz,"58% mendukung Prabowo tapi kok cara kepemimpinan, gaya kepemimpinan, sifat kepemimpinan dan ciri kepemimpinannya kayak, seperti, mirip dengan mantan presiden sebelumnya yang mengerahkan apapun untuk kepentingan pribadi dan keluarga atau kelompok tertentu ya😂😂😂",2025-03-23T06:56:06Z,0,"58% mendukung Prabowo tapi kok cara kepemimpinan, gaya kepemimpinan, sifat kepemimpinan dan ciri kepemimpinannya kayak, seperti, mirip dengan mantan presiden sebelumnya yang mengerahkan apapun untuk kepentingan pribadi dan keluarga atau kelompok tertentu ya😂😂😂",True
@MusaKandenafa-i6l,Bisnis TNI terlalu banyak di Papua,2025-03-23T06:55:48Z,1,Bisnis TNI terlalu banyak di Papua,True
@skuitwot4045,SAYA SELALU BERSAMA TEMPO,2025-03-23T06:55:35Z,0,SAYA SELALU BERSAMA TEMPO,True
@PaijoJoe-x9f,Terus semangat media demokrasi . Maju terus semangat 💪💪💪,2025-03-23T06:54:30Z,0,Terus semangat media demokrasi . Maju terus semangat 💪💪💪,True
@anadaily343,Tempo terbaik,2025-03-23T06:53:27Z,0,Tempo terbaik,True
@tajuddinwaris1758,No worry,2025-03-23T06:49:05Z,0,No worry,True
@penyair260_sastra,Gaya kepemimpinan otoriter serampangan Prabowo,2025-03-23T06:44:24Z,0,Gaya kepemimpinan otoriter serampangan Prabowo,True
@prakosoleces3501,"Jokowi lagi ..<br><br>Dwi Fungsi bisa jalan bila TNI ikut membuat UU alias harus punya Fraksi TNI di DPR-RI.<br><br>Ya awalnya saya kira melihat insitusi lain itu bukan tidak mampu, tapi kurang keras, kurang greget atau disiplin saat menangani kasus.<br><br>Misal atau sebagai contoh Narkoba ... (BNPP).<br>banyak pemyelundup yang tertangkao oleh TNI.<br>Lembaga BNPP ini &quot;terpisah&quot; (dalam tanda kutip) dengan lembaga TNI itu sendiri.<br><br>Ini jelas memisahkan instruksi penangkapan oleh TNI tetapi pemusnahan bukan oleh TNI.<br>Jadi TNI yang tangkap ya tangkap saja, tidak perlu ngurusi barang bukti (yang dapat juga diperjualbelikan).<br><br>jadi TNI digerakkan sebagai aparat Negara.<br><br>untuk jabatan lainnya Siber, pastilah, contoh di Ukraine dan Israel, kalau dari awal Tentara nya bodoh mengenai siber, ya sudah lenyap kedua negara itu.<br><br>Bravo TNI ❤❤❤",2025-03-23T06:44:23Z,0,"Jokowi lagi ..

Dwi Fungsi bisa jalan bila TNI ikut membuat UU alias harus punya Fraksi TNI di DPR-RI.

Ya awalnya saya kira melihat insitusi lain itu bukan tidak mampu, tapi kurang keras, kurang greget atau disiplin saat menangani kasus.

Misal atau sebagai contoh Narkoba ... (BNPP).
banyak pemyelundup yang tertangkao oleh TNI.
Lembaga BNPP ini ""terpisah"" (dalam tanda kutip) dengan lembaga TNI itu sendiri.

Ini jelas memisahkan instruksi penangkapan oleh TNI tetapi pemusnahan bukan oleh TNI.
Jadi TNI yang tangkap ya tangkap saja, tidak perlu ngurusi barang bukti (yang dapat juga diperjualbelikan).

jadi TNI digerakkan sebagai aparat Negara.

untuk jabatan lainnya Siber, pastilah, contoh di Ukraine dan Israel, kalau dari awal Tentara nya bodoh mengenai siber, ya sudah lenyap kedua negara itu.

Bravo TNI ❤❤❤",True
@nanangsihab7119,gas teroos,2025-03-23T06:40:16Z,0,gas teroos,True
@DulhadiDulhadi-mt4wr,"Mantap tempo aku kangen ,,,gagasan,idemu cemerlang",2025-03-23T06:40:12Z,2,"Mantap tempo aku kangen ,,,gagasan,idemu cemerlang",True
@MAIchannel18,RAKYAT BERSAMA TEMPO,2025-03-23T06:30:00Z,0,RAKYAT BERSAMA TEMPO,True
@wildannulpalah7347,"Kepada tempo semangat terus, kami rakyat selalu bersama mu✊",2025-03-23T06:28:05Z,0,"Kepada tempo semangat terus, kami rakyat selalu bersama mu✊",True
@izharsyah3930,Selamat datang arogansi kekuasaan 😂😂😂,2025-03-23T06:26:28Z,0,Selamat datang arogansi kekuasaan 😂😂😂,True
@kahiru737,HAJARRRRRR!!!!,2025-03-23T06:26:03Z,0,HAJARRRRRR!!!!,True
@cokro8463,"Pak mau tanya,sesuai amanat feformasi 98 yang namanya kolusi korupsi dan nepotisme selama 27 tahun di pegang sivil itu barang tambah gila atau berhenti ya.sedang tni mengikuti reformasi lho ga berpolitik lagi,tapi kenapa ya tni di bilang mau berdwifungsi.",2025-03-23T06:20:43Z,0,"Pak mau tanya,sesuai amanat feformasi 98 yang namanya kolusi korupsi dan nepotisme selama 27 tahun di pegang sivil itu barang tambah gila atau berhenti ya.sedang tni mengikuti reformasi lho ga berpolitik lagi,tapi kenapa ya tni di bilang mau berdwifungsi.",True
@umarsayid3576,"Kalau kami obyektif aja menyoroti keterlibatan TNI untuk memberantas Narkotika, itu bagus juga untuk manajemen konflik antara penanganan TNI vs penanganan POLRI terhadap pemberantasan narkotika.. Tp kalau dua institusi itu gk jalan juga ya itu harus dicopot aja dua²nya dari BNN daripada ngabisin anggaran,,",2025-03-23T06:19:42Z,0,"Kalau kami obyektif aja menyoroti keterlibatan TNI untuk memberantas Narkotika, itu bagus juga untuk manajemen konflik antara penanganan TNI vs penanganan POLRI terhadap pemberantasan narkotika.. Tp kalau dua institusi itu gk jalan juga ya itu harus dicopot aja dua²nya dari BNN daripada ngabisin anggaran,,",True
@UndangSunandar-j2v,"Lanjutkan tempo ,agar  Indonesia lebih terang .",2025-03-23T06:19:07Z,0,"Lanjutkan tempo ,agar  Indonesia lebih terang .",True
@ArisSSC,"Saya suka dengan bidang intelejen dan saya suka melakukan menggunmpulkan data2 dari informan2,,semoga tempo sukses terus",2025-03-23T06:17:16Z,0,"Saya suka dengan bidang intelejen dan saya suka melakukan menggunmpulkan data2 dari informan2,,semoga tempo sukses terus",True
@Jancok_rai_ku,NEO ORBA PRABOWO 🤮,2025-03-23T06:17:02Z,0,NEO ORBA PRABOWO 🤮,True
@MamiRadit-c3u,"Waaah, bahas ginian jangan2 ntar dikirimi kepala b4bi lagi nih Mba Ca",2025-03-23T06:14:59Z,0,"Waaah, bahas ginian jangan2 ntar dikirimi kepala b4bi lagi nih Mba Ca",True
@rinatriistiana8173,Love you Cika ❤,2025-03-23T06:14:45Z,0,Love you Cika ❤,True
@bigday2025,"Nanti kapan hari gw mau kirim paket buah dan kue kue, dgn alamat yg jelas dan pengirim yg jelas supaya kalian sehat semua sehingga bisa bocor nya bocor tebal... Semangat terus jurnalis tempo.. ❤",2025-03-23T06:12:19Z,0,"Nanti kapan hari gw mau kirim paket buah dan kue kue, dgn alamat yg jelas dan pengirim yg jelas supaya kalian sehat semua sehingga bisa bocor nya bocor tebal... Semangat terus jurnalis tempo.. ❤",True
@ayowisataseru,"Diskusi yg sangat mencerahkan buat saya sbg rakyat awam. Terima kasih buat Tim Tempo, khususnya Tim Bocor Alus Politik 👍👍👍",2025-03-23T06:12:19Z,0,"Diskusi yg sangat mencerahkan buat saya sbg rakyat awam. Terima kasih buat Tim Tempo, khususnya Tim Bocor Alus Politik 👍👍👍",True
@joyodanu4308,"Yg penting pimpinan tempo jangan ikut ikutan bikin parpol, biar selalu netral",2025-03-23T06:11:55Z,0,"Yg penting pimpinan tempo jangan ikut ikutan bikin parpol, biar selalu netral",True
@dinyahome,Suhu kolam renang😂😂😂huhuhu,2025-03-23T06:10:29Z,0,Suhu kolam renang😂😂😂huhuhu,True
@jansentanu2637,TLDR:<br><br>Mantan menhan prawowo mengusulkan UU ini.<br>Untung diintervensi oleh presiden kita si subianto sehingga pasal kontroversi dicabut.<br><br><br>(Dia kira rakyat bego apa...?),2025-03-23T06:09:07Z,0,"TLDR:

Mantan menhan prawowo mengusulkan UU ini.
Untung diintervensi oleh presiden kita si subianto sehingga pasal kontroversi dicabut.


(Dia kira rakyat bego apa...?)",True
@dirgapratama7736,Makan lah duit darah tuu 😅,2025-03-23T06:07:48Z,0,Makan lah duit darah tuu 😅,True
@gusengsetya7144,Jangan berhenti utk membuat berita2 yg benar,2025-03-23T06:03:11Z,0,Jangan berhenti utk membuat berita2 yg benar,True
@iwankuswandono2802,Tempe goreng tempe goreng,2025-03-23T06:00:47Z,0,Tempe goreng tempe goreng,True
@samanthaamin1378,"<a href=""https://www.youtube.com/watch?v=z6nSQrYWJlY&amp;t=1913"">31:53</a> karena knp tuh? 🤭👉👈",2025-03-23T05:56:14Z,0,31:53 karena knp tuh? 🤭👉👈,True
@lovesrebrenica,"menyedihkan, 79 tahun Indonesia masih berkutat dengan militer yang tidak professional yang cawe2 dengan urusan sipil dan ekonomi. kalau hari ini perang, Indonesia langsung kalah karena para jenderalnya lebih cerdas berpolitik dan berbisnis ketimbang mengatur strategi dan taktik perang",2025-03-23T05:55:51Z,0,"menyedihkan, 79 tahun Indonesia masih berkutat dengan militer yang tidak professional yang cawe2 dengan urusan sipil dan ekonomi. kalau hari ini perang, Indonesia langsung kalah karena para jenderalnya lebih cerdas berpolitik dan berbisnis ketimbang mengatur strategi dan taktik perang",True
@chenoLan,"Pemecah belah,,",2025-03-23T05:55:38Z,0,"Pemecah belah,,",True
@wahyuaditya5483,"Seram, tapi harus di lawan",2025-03-23T05:55:16Z,0,"Seram, tapi harus di lawan",True
@SiswondoKertajiwa,Bocor Alus selalu menarik karena fakta,2025-03-23T05:54:44Z,0,Bocor Alus selalu menarik karena fakta,True
@ArtificialTones,"Narkoba ladang duit, selama ini kan ga kebagian jatah. parcok mulu yg nikmatin duitnya. tinggal tunggu aja waktunya narkoba rame lagi kek tahun 90an",2025-03-23T05:54:38Z,0,"Narkoba ladang duit, selama ini kan ga kebagian jatah. parcok mulu yg nikmatin duitnya. tinggal tunggu aja waktunya narkoba rame lagi kek tahun 90an",True
@anggiewiyaniputri8877,"Semangat para jurnalis Tempo yg independen, terus suarakan kebenaran ‼️kami bersama Tempo",2025-03-23T05:44:45Z,0,"Semangat para jurnalis Tempo yg independen, terus suarakan kebenaran ‼️kami bersama Tempo",True
@miftahrahma6032,BERTAHANLAH KALIAN. SEMOGA DI BERI KESEHATAN DAN KEKUATAN UNTUK MENGHADAPI KEMUNGKARAN 🤲🏼,2025-03-23T05:41:04Z,0,BERTAHANLAH KALIAN. SEMOGA DI BERI KESEHATAN DAN KEKUATAN UNTUK MENGHADAPI KEMUNGKARAN 🤲🏼,True
@MedanSumatra-v2u,"Pengirim kepala babi ke tempo bkaitan erat dgn yg banyak dikritik tempo, harap maklum.",2025-03-23T05:39:03Z,0,"Pengirim kepala babi ke tempo bkaitan erat dgn yg banyak dikritik tempo, harap maklum.",True
@PeBeChannel,Tempo yg berani tampil terdepan 🔥🔥💪🏼,2025-03-23T05:38:26Z,1,Tempo yg berani tampil terdepan 🔥🔥💪🏼,True
@fabiyura21,Tempo memberikan informasi kepada masyarakat  melalui penelusuran dan ini adalah sangat positif karena mengedukasi <br>Tetaaaapi . .  <br>Sebagian informasi tsb di sertai NARASI yg sifatnya hanya opini dan buruknya adalah selalu opini negatif dan ini akan membuat sebagian masyarakat ikut terprovokasi yg ujungnya menjadikan situasi yg tdk kondusif .<br>Sedikit sedikit aksi .<br>Contoh narasi negatif :<br>Soa rencanal pelibatan TNI dlm lembaga yg menangani Narkotika dan judi online.<br>Narasi yg di sampaikan Tempo  adalah karena di situ ada perputaran uang dlm jumlah yg sangat besar .Ini seolah olah menafsirkan bahwa mereka TNI diterjunkan di sana agar dapat ikut menikmati putaran duit itu.<br>Kan walaupn opini ini opini ga sehat .<br>Bisa saja ini strategi Prabowo menumpas peredaran narkoba dan judol di masyarakat karena kalau terus hanya mengandalkan nstitusi yg di sebut Polri nyatanya selama puluhan tahun tdk malakukn itu bahkan malah menjadi pelindung dari kejahatan narkoba &amp; judol.<br><br>Bisa saja ini strategi Prabowo dalam penyelesain dua hal ini karena Prabowo tahu betul karakter orang orang dalam lingkup binaannya di militer .<br>Tempo selalu mengidentikkan Prabowo dengan Orde Baru yg kebangkitanya menjadi momok.<br>Sikap hati hati perlu tapi lebih perlu lagi adalah analisa figur .<br>Jelas beda antara Soeharto dg Prabowo.<br>Sehingga soal kembalinya TNI adalah sangat mungkin  &gt;&gt; Cara yang sama tapi beda tujuan.<br><br>Cobalah sampaikan informasi tanpa memanas manasi . . . !,2025-03-23T05:34:32Z,0,"Tempo memberikan informasi kepada masyarakat  melalui penelusuran dan ini adalah sangat positif karena mengedukasi 
Tetaaaapi . .  
Sebagian informasi tsb di sertai NARASI yg sifatnya hanya opini dan buruknya adalah selalu opini negatif dan ini akan membuat sebagian masyarakat ikut terprovokasi yg ujungnya menjadikan situasi yg tdk kondusif .
Sedikit sedikit aksi .
Contoh narasi negatif :
Soa rencanal pelibatan TNI dlm lembaga yg menangani Narkotika dan judi online.
Narasi yg di sampaikan Tempo  adalah karena di situ ada perputaran uang dlm jumlah yg sangat besar .Ini seolah olah menafsirkan bahwa mereka TNI diterjunkan di sana agar dapat ikut menikmati putaran duit itu.
Kan walaupn opini ini opini ga sehat .
Bisa saja ini strategi Prabowo menumpas peredaran narkoba dan judol di masyarakat karena kalau terus hanya mengandalkan nstitusi yg di sebut Polri nyatanya selama puluhan tahun tdk malakukn itu bahkan malah menjadi pelindung dari kejahatan narkoba & judol.

Bisa saja ini strategi Prabowo dalam penyelesain dua hal ini karena Prabowo tahu betul karakter orang orang dalam lingkup binaannya di militer .
Tempo selalu mengidentikkan Prabowo dengan Orde Baru yg kebangkitanya menjadi momok.
Sikap hati hati perlu tapi lebih perlu lagi adalah analisa figur .
Jelas beda antara Soeharto dg Prabowo.
Sehingga soal kembalinya TNI adalah sangat mungkin  >> Cara yang sama tapi beda tujuan.

Cobalah sampaikan informasi tanpa memanas manasi . . . !",True
@jhonelis5189,Semangat Bocoooor Aluuuusss. PANTAAANG MUNDUUUUR.,2025-03-23T05:34:30Z,1,Semangat Bocoooor Aluuuusss. PANTAAANG MUNDUUUUR.,True
@ahmadsaid7859,Mantap pak tempo... lanjutkan jangan takut ama ancaman,2025-03-23T05:31:34Z,2,Mantap pak tempo... lanjutkan jangan takut ama ancaman,True
@oorgen2846,kediktatoran TNI telah terlahir kembali di negeri ini!!<br>ORBA is back.,2025-03-23T05:24:16Z,2,"kediktatoran TNI telah terlahir kembali di negeri ini!!
ORBA is back.",True
@dininnn,"Guys para mahasiswa lawan yuk. Kita kan dititipin negara besar. Saat Pak Presiden dan Wapres mengkhianati kita rakyatnya, kita wajib LAWAN, kalo ngga kita harus siap jadi orang lemah yang mempersilahkan orang lain nginjek kita. <br><br>Emang lo siap seumur hidup direndahkan karena lo cuma kebagian sisa, sedang bos lo keponakannya pejabat, lo kerja jadi kacung mereka seumur hidup broo ntar, kalo lo kacung, mereka berhak goblok2kin lo, mending sekarang aja LAWAN mumpung belum kejadian di elu (baru ke TEMPO😢), mumpung tenaga kita masih banyak pea.<br><br>Ayo dong...<br>Hidup Rakyat🔥🔥🔥🔥🔥",2025-03-23T05:24:01Z,153,"Guys para mahasiswa lawan yuk. Kita kan dititipin negara besar. Saat Pak Presiden dan Wapres mengkhianati kita rakyatnya, kita wajib LAWAN, kalo ngga kita harus siap jadi orang lemah yang mempersilahkan orang lain nginjek kita. 

Emang lo siap seumur hidup direndahkan karena lo cuma kebagian sisa, sedang bos lo keponakannya pejabat, lo kerja jadi kacung mereka seumur hidup broo ntar, kalo lo kacung, mereka berhak goblok2kin lo, mending sekarang aja LAWAN mumpung belum kejadian di elu (baru ke TEMPO😢), mumpung tenaga kita masih banyak pea.

Ayo dong...
Hidup Rakyat🔥🔥🔥🔥🔥",True
@visioner1403,ORBA JILID 2,2025-03-23T05:21:18Z,0,ORBA JILID 2,True
@m.isamario3214,tempo dotco coba bikin gantungan kunci kepala babi buat kenang-kenangan,2025-03-23T05:20:50Z,0,tempo dotco coba bikin gantungan kunci kepala babi buat kenang-kenangan,True
@saptotriyantok9330,"masalah KKB papua gak beres malah revisi UU, harusnya yg direvisi itu UU TNI yg berkaitan dengan transparansi anggaran biar bisa diaudit oleh BPK dan KPK 😂",2025-03-23T05:20:28Z,1,"masalah KKB papua gak beres malah revisi UU, harusnya yg direvisi itu UU TNI yg berkaitan dengan transparansi anggaran biar bisa diaudit oleh BPK dan KPK 😂",True
@RidwanAhmadSidik,"Jangan takut TEMPO, kebenaran akan berada pada jalan yang hakiki, orang yg munafik akan menerima takdirnya jadi sekelompok orang yg merugi, hadeeh ga inget Maati mereka",2025-03-23T05:18:46Z,0,"Jangan takut TEMPO, kebenaran akan berada pada jalan yang hakiki, orang yg munafik akan menerima takdirnya jadi sekelompok orang yg merugi, hadeeh ga inget Maati mereka",True
@rkay5098,seagam TNI dan gaji TNI itu Punya RAKYAT,2025-03-23T05:17:59Z,0,seagam TNI dan gaji TNI itu Punya RAKYAT,True
@rkay5098,HAPUS RUU TNI,2025-03-23T05:17:34Z,0,HAPUS RUU TNI,True
@golonganputih4223,yang dipercepat kok revisi uu tni tu lho pp manajamen uu asn aja gak turun turun,2025-03-23T05:17:30Z,0,yang dipercepat kok revisi uu tni tu lho pp manajamen uu asn aja gak turun turun,True
@karimunbodas8708,penipu halus.......,2025-03-23T05:17:21Z,0,penipu halus.......,True
@ennyrakian5539,"Padahal...jika tidak ada masyarakat sipil tdk ada anggota dewan, dsb, dsb yg ada di pemerintahan..",2025-03-23T05:12:26Z,0,"Padahal...jika tidak ada masyarakat sipil tdk ada anggota dewan, dsb, dsb yg ada di pemerintahan..",True
@ThamaEmpatEnam,Pesanan Buzzer saat ini adalah &quot;Tempo dibiayai ASING.&quot;<br><br>HAHAHAHA,2025-03-23T05:10:27Z,1,"Pesanan Buzzer saat ini adalah ""Tempo dibiayai ASING.""

HAHAHAHA",True
@DetriMeirizki,"Kami bersama tempo....<br>Mau apa pun intimidasi mereka ,, tetap lanjut buat anak muda tempo....",2025-03-23T05:06:16Z,0,"Kami bersama tempo....
Mau apa pun intimidasi mereka ,, tetap lanjut buat anak muda tempo....",True
@ITbogor,INIMAH BUKAN BOCOR ALUS LAGI MIN WKWKWN  TAPI PECAH,2025-03-23T05:03:37Z,0,INIMAH BUKAN BOCOR ALUS LAGI MIN WKWKWN  TAPI PECAH,True
@ardywiguna2491,Goreng trus .,2025-03-23T05:03:17Z,0,Goreng trus .,True
@edelbertussole,Tetap semangat ya.,2025-03-23T05:02:09Z,0,Tetap semangat ya.,True
@ToniSandojo,"Turut prihatin ..<br>Wartawan tempo ini adalah rakyat indo yang kritis..issue di tunggangin asing/gs adalah murahan. Mereka nkri tulen n ngak kayak politisi “ yg rata rata isuk tempe bengi tahu, contohnya HN teriak” di dpr tolak panggil ahok ehh ternyata kamu ketahuan juga",2025-03-23T04:59:34Z,0,"Turut prihatin ..
Wartawan tempo ini adalah rakyat indo yang kritis..issue di tunggangin asing/gs adalah murahan. Mereka nkri tulen n ngak kayak politisi “ yg rata rata isuk tempe bengi tahu, contohnya HN teriak” di dpr tolak panggil ahok ehh ternyata kamu ketahuan juga",True
@herchannel1355,"Nasib Myanmar ditangan militer saja sdh mengerikan, aplg nanti terjadi di Indonesia.",2025-03-23T04:56:33Z,1,"Nasib Myanmar ditangan militer saja sdh mengerikan, aplg nanti terjadi di Indonesia.",True
@pran20000,Politik komando tidak akan mampu memperbaiki moral hazard.,2025-03-23T04:53:17Z,1,Politik komando tidak akan mampu memperbaiki moral hazard.,True
@yis2724,Lanjut bersuara TEMPO,2025-03-23T04:51:37Z,1,Lanjut bersuara TEMPO,True
@kidsgaming5379,apapun kulakukan demi ayang teddy <br>Prabowo ❤ teddy<br>harus mundur kan tapi berapa banyak yg belum mundur sudah dapat jabatan contohnya ayang teddy😅,2025-03-23T04:49:09Z,1,"apapun kulakukan demi ayang teddy 
Prabowo ❤ teddy
harus mundur kan tapi berapa banyak yg belum mundur sudah dapat jabatan contohnya ayang teddy😅",True
