Username,Komentar,Timestamp,Likes,Original Text,Public
@dianlees-er4hd,Harusnya kita bersyukur bahwa TNI bs berperan menanggulangi bahaya NARKOBA,2025-03-26T20:44:40Z,0,Harusnya kita bersyukur bahwa TNI bs berperan menanggulangi bahaya NARKOBA,True
@dimasim3929,Ooo ini,2025-03-26T20:44:05Z,0,Ooo ini,True
@HartonoYudi-we2vx,Kami bersama TNI,2025-03-26T20:43:53Z,0,Kami bersama TNI,True
@raraamalia8798,Saya lebih percaya kepada Tempo daripada Prabowo 🤣🤣🤣,2025-03-26T20:29:40Z,0,Saya lebih percaya kepada Tempo daripada Prabowo 🤣🤣🤣,True
@pakyari7687,berapa dekade ini kau diam ya...,2025-03-26T20:25:46Z,0,berapa dekade ini kau diam ya...,True
@halimsonny7141,soros membersamai tempo,2025-03-26T20:14:29Z,0,soros membersamai tempo,True
@hijrahsaputra5123,"Lebih baik bahas gimana cara berantas korupsi tanah dan laut di jual ,ngapain ngurusin TNI yg nyata nyata mereka lah yg merebut negara dari penjajah yg selayaknya mereka punya kekuasaan penuh,negara ini bukan direbut  oleh PKI,atau oleh oligarki,kenapa justru yg seharusnya anti oligarki dan koruptor",2025-03-26T19:57:47Z,0,"Lebih baik bahas gimana cara berantas korupsi tanah dan laut di jual ,ngapain ngurusin TNI yg nyata nyata mereka lah yg merebut negara dari penjajah yg selayaknya mereka punya kekuasaan penuh,negara ini bukan direbut  oleh PKI,atau oleh oligarki,kenapa justru yg seharusnya anti oligarki dan koruptor",True
@ulysanjayavideo1845,Ngomongin gibran dan bu iriana juga salah kog 😅😅😅,2025-03-26T19:56:00Z,0,Ngomongin gibran dan bu iriana juga salah kog 😅😅😅,True
@supriantoo8300,Kok kepala babinya mirip kalian bertiga bro,2025-03-26T19:49:43Z,0,Kok kepala babinya mirip kalian bertiga bro,True
@TCS-101,Intinya di kedua sisi oposisi ada kesamaan bahwa mereka memiliki semangat jihad Romadon.. Alhamdulillah ❤😂,2025-03-26T19:15:31Z,0,Intinya di kedua sisi oposisi ada kesamaan bahwa mereka memiliki semangat jihad Romadon.. Alhamdulillah ❤😂,True
@影-影,terima kasih pak jokowi 🤣,2025-03-26T18:57:11Z,0,terima kasih pak jokowi 🤣,True
@dontcry9088,Tempo semakin diancam semakin menyala 🔥,2025-03-26T18:54:31Z,0,Tempo semakin diancam semakin menyala 🔥,True
@va5544,SEMANGAT TEMPOOOOO.... ❤❤❤,2025-03-26T18:54:08Z,0,SEMANGAT TEMPOOOOO.... ❤❤❤,True
@WongDeso507,Politikk Dari sipil korupsiiiiiiiiiik meledakkk,2025-03-26T18:51:32Z,0,Politikk Dari sipil korupsiiiiiiiiiik meledakkk,True
@fahreziusamah7355,❤❤❤,2025-03-26T18:48:03Z,0,❤❤❤,True
@mbasumiyati6053,ANTEK.. ASING....,2025-03-26T18:46:45Z,0,ANTEK.. ASING....,True
@FritzHartono,"Hanya Gerombolan &#39;TERNAK SAKIT HATI&#39; yang benci Tempo, karena Fakta-fakta yang disampaikan oleh Tempo itu banyak yang tidak sesuai dengan Narasi Narasi Palsu buatan mereka Para-para Ternak Sakit Hati😌 Ayo Tetap semangat TEMPO ❗️👏🤩Terangilah terus Negeri ini dengan kebenaran dan keberanianmu",2025-03-26T18:39:55Z,0,"Hanya Gerombolan 'TERNAK SAKIT HATI' yang benci Tempo, karena Fakta-fakta yang disampaikan oleh Tempo itu banyak yang tidak sesuai dengan Narasi Narasi Palsu buatan mereka Para-para Ternak Sakit Hati😌 Ayo Tetap semangat TEMPO ❗️👏🤩Terangilah terus Negeri ini dengan kebenaran dan keberanianmu",True
@FadlyFirdaus,Gooo.. maju terusss..,2025-03-26T18:34:03Z,0,Gooo.. maju terusss..,True
@majelisshalawatnurmuhammad,Siap Siap dpr rilis RUU polri 😂<br>Ngeri.....,2025-03-26T17:23:35Z,0,"Siap Siap dpr rilis RUU polri 😂
Ngeri.....",True
@RodesKupluk,Ada apa dengan wartawan? TNI revisi UU kalian ribut?<br>Polisi selama ini mendolimi rakyat malah kalian tutup2i.<br>Dimana kalian berdiri?,2025-03-26T17:20:42Z,0,"Ada apa dengan wartawan? TNI revisi UU kalian ribut?
Polisi selama ini mendolimi rakyat malah kalian tutup2i.
Dimana kalian berdiri?",True
@elgiiimang,Kemunduran demokrasi. Kalau  tentara kurang kegiatan mending fokus berlatih untuk tingkatkan kemampuan pertahanan. Jangan bertani dan berkecimpung cawe cawe sipil.,2025-03-26T16:56:59Z,0,Kemunduran demokrasi. Kalau  tentara kurang kegiatan mending fokus berlatih untuk tingkatkan kemampuan pertahanan. Jangan bertani dan berkecimpung cawe cawe sipil.,True
@masefendi9148,Kembalikan polri dibawah TNI,2025-03-26T16:39:17Z,0,Kembalikan polri dibawah TNI,True
@lisaaskita5520,Saling sadar dri aja.klu gk paham mending diiiiiam.knpa TNI ikut di pungsi krna polisi tdak bsa di andal kan,2025-03-26T16:37:03Z,0,Saling sadar dri aja.klu gk paham mending diiiiiam.knpa TNI ikut di pungsi krna polisi tdak bsa di andal kan,True
@jokosusilo3137,Mulyono gerah karena ada revisi uu ini,2025-03-26T16:30:41Z,0,Mulyono gerah karena ada revisi uu ini,True
@hartatijamal7825,"GA sadar umur praroro, Makin Tua Makin gila kekuasaan",2025-03-26T16:29:06Z,0,"GA sadar umur praroro, Makin Tua Makin gila kekuasaan",True
@jokosusilo3137,Junta militer 😂😂😂,2025-03-26T16:27:48Z,0,Junta militer 😂😂😂,True
@yb1bfzmdnafsirin496,"Saatnya nkri hrs di pimpin oleh militer / presiden prabowo , kondisi negara skarang lagi oleng  !  Semangat tempo ❤❤❤",2025-03-26T16:25:18Z,0,"Saatnya nkri hrs di pimpin oleh militer / presiden prabowo , kondisi negara skarang lagi oleng  !  Semangat tempo ❤❤❤",True
@pakelangit8609,"Nekat, otoriter, harus diuntungkan. Pingin Bali modal .",2025-03-26T16:15:29Z,0,"Nekat, otoriter, harus diuntungkan. Pingin Bali modal .",True
@wenidias-p7d,Kami bersama Tempo 🔥🔥,2025-03-26T15:53:29Z,0,Kami bersama Tempo 🔥🔥,True
@rmisb2762,semangat….,2025-03-26T15:42:03Z,0,semangat….,True
@ahmadsyakir3619,"Semangat Tempo,  👍",2025-03-26T15:28:10Z,0,"Semangat Tempo,  👍",True
@glendjamanmona,Emang nnti TNI jd penyidik jg?,2025-03-26T15:27:09Z,1,Emang nnti TNI jd penyidik jg?,True
@hapisaminudin4042,Kami bersama TEMPO 💪,2025-03-26T15:23:21Z,0,Kami bersama TEMPO 💪,True
@ORG6394,"jangan takut, reporter dilindungi ham dan uud",2025-03-26T14:48:39Z,0,"jangan takut, reporter dilindungi ham dan uud",True
@AflinaAdes,Konoha ada aja gebrakannya😢😢,2025-03-26T14:48:05Z,0,Konoha ada aja gebrakannya😢😢,True
@adhilistyohadribroto8306,"si luhut sdh MELANGGAR UU TNI, dr dulu bisnis tambang dan kekayaan alam. 😡😡😡",2025-03-26T14:46:34Z,0,"si luhut sdh MELANGGAR UU TNI, dr dulu bisnis tambang dan kekayaan alam. 😡😡😡",True
@Siti-c8f,baik terimakasih,2025-03-26T14:37:53Z,0,baik terimakasih,True
@Paijopaiminn,Tempo memang hebat sepanjang sejarah,2025-03-26T14:35:25Z,0,Tempo memang hebat sepanjang sejarah,True
@YahyaHanYahyaHan,Semangat,2025-03-26T14:17:25Z,0,Semangat,True
@hendralaka4418,Nyesel ga nonton dari dulu... Keren nih konten❤❤,2025-03-26T14:16:38Z,0,Nyesel ga nonton dari dulu... Keren nih konten❤❤,True
@rizkyermawan7512,"Ada apa 😅, semua sudah jelas, ke arah korut",2025-03-26T14:12:51Z,0,"Ada apa 😅, semua sudah jelas, ke arah korut",True
@JefryKasintina,Kebenaran selalu menjadi PIL PAHIT bagi Bangsa ini<br><br>Proud of Tempo,2025-03-26T14:09:19Z,0,"Kebenaran selalu menjadi PIL PAHIT bagi Bangsa ini

Proud of Tempo",True
@diahpuspitasari5587,Ternyata yang mereka pikirkan hanya kepentingan dirinya dan kelompoknya😢,2025-03-26T13:57:03Z,0,Ternyata yang mereka pikirkan hanya kepentingan dirinya dan kelompoknya😢,True
@BagusIkhlas-p3i,"Mantap ,Dwipungsi TNI akan memberikan rasa aman dari segala bocor,dari yang Alus sampe yang bolong.juga agar propokator pemecah belah cepat ditangani.",2025-03-26T13:55:40Z,0,"Mantap ,Dwipungsi TNI akan memberikan rasa aman dari segala bocor,dari yang Alus sampe yang bolong.juga agar propokator pemecah belah cepat ditangani.",True
@amalabdillah8650,Saya mendukung tempo terus kritis kepada pak Prabowo Subianto 👏👏,2025-03-26T13:54:39Z,0,Saya mendukung tempo terus kritis kepada pak Prabowo Subianto 👏👏,True
@Emak_Petualang,"Tempo is the best,yg paling bisa dipercaya",2025-03-26T13:50:59Z,0,"Tempo is the best,yg paling bisa dipercaya",True
@NurjannahMHS,Buzzer itu ... 🤭🤭🤭,2025-03-26T13:42:01Z,0,Buzzer itu ... 🤭🤭🤭,True
@rudwanabdul9772,"<a href=""https://www.youtube.com/watch?v=z6nSQrYWJlY&amp;t=993"">16:33</a> karena tempo media yang tidak terhubung kepada elite parpol 😂😂😂",2025-03-26T13:35:43Z,0,16:33 karena tempo media yang tidak terhubung kepada elite parpol 😂😂😂,True
@RickyDanuarta-i8d,INI MEMANG REZIM COUN TOUL,2025-03-26T13:25:22Z,0,INI MEMANG REZIM COUN TOUL,True
@FuFuFaFaCH,Apalagi partai banteng ngeri,2025-03-26T13:22:36Z,1,Apalagi partai banteng ngeri,True
@AgungSedayu-p8i,"Maju terus TEMPO. MAKIN DITEKAN, HARUS MAKIN BERANI, DEMI MENYELAMATKAN INDONESIA. Terimakasih Tempo 👍👍👍",2025-03-26T13:04:42Z,0,"Maju terus TEMPO. MAKIN DITEKAN, HARUS MAKIN BERANI, DEMI MENYELAMATKAN INDONESIA. Terimakasih Tempo 👍👍👍",True
@mariainge2954,"Hello Tempo, sudah dimasak belum daging nya 😂",2025-03-26T12:53:57Z,0,"Hello Tempo, sudah dimasak belum daging nya 😂",True
@EdySalius,"Janjimu yang dahulu, lama sudah kusimpan dalam hatiku.....",2025-03-26T12:51:04Z,0,"Janjimu yang dahulu, lama sudah kusimpan dalam hatiku.....",True
@AchanGiok,coba Lidik siapa dibalik masyarakat sipil  yg sdh terpeengaruh hasutan basi itu adalaj preman mafia migas jaslinya,2025-03-26T12:50:28Z,0,coba Lidik siapa dibalik masyarakat sipil  yg sdh terpeengaruh hasutan basi itu adalaj preman mafia migas jaslinya,True
@BuddiTanjung,"Kalau presiden kerja hari minggu, brarti negara tidak baik² saja...😮",2025-03-26T12:48:30Z,0,"Kalau presiden kerja hari minggu, brarti negara tidak baik² saja...😮",True
@ArizalArizal-xb6do,Babi sedap kok bagi yang menyukai,2025-03-26T12:29:47Z,0,Babi sedap kok bagi yang menyukai,True
@sangpetualangchannelbaru6898,Semamgat terus Tempo<br>Jamgan takut sepala babi dan Tikus,2025-03-26T12:24:08Z,0,"Semamgat terus Tempo
Jamgan takut sepala babi dan Tikus",True
@JeniRahman-zy1jq,Cuman tempo yg punya nyali buat berita yg apa adanya,2025-03-26T12:16:04Z,0,Cuman tempo yg punya nyali buat berita yg apa adanya,True
@nadalusarda7717,Thanks!,2025-03-26T12:12:49Z,0,Thanks!,True
@falahaskarullah8270,"<a href=""https://www.youtube.com/watch?v=z6nSQrYWJlY&amp;t=240"">04:00</a>",2025-03-26T12:10:24Z,0,04:00,True
@hisarsitorus6503,"Siapa dulu Suharto yg mertua Pw, kembali lagi ke ns Orba , balas dendam",2025-03-26T12:00:07Z,0,"Siapa dulu Suharto yg mertua Pw, kembali lagi ke ns Orba , balas dendam",True
@qomaruddinshalabi576,Ppemerintahan prabowo makin ngaco.. masak saja babi2 itu lalu serahkan ke istana buat tambool,2025-03-26T11:58:56Z,0,Ppemerintahan prabowo makin ngaco.. masak saja babi2 itu lalu serahkan ke istana buat tambool,True
@SupriyadiWibowo-x1u,perdebatan tidak harus memunculkan pemenang sbg penguasa,2025-03-26T11:57:47Z,0,perdebatan tidak harus memunculkan pemenang sbg penguasa,True
@SupriyadiWibowo-x1u,jurnalis independen mewartakan dengan nilai maju terus demi keadilan,2025-03-26T11:50:18Z,0,jurnalis independen mewartakan dengan nilai maju terus demi keadilan,True
@omdetz7890,prabowo spt hendak adopsi bagaimana putin dan xi jinoing memulai kekuasaannya..,2025-03-26T11:32:10Z,0,prabowo spt hendak adopsi bagaimana putin dan xi jinoing memulai kekuasaannya..,True
@dataspasiallab-dslab6582,"perlu ditambah pasal baik untuk RUU TNI maupun Polri, pasal Tambahan Hukuman bagi anggota TNI/Polri yang melakukan pelanggaran hukum pidana dan perdata. karena mereka dibiayai dan wajib melindungi masyarakat sipil",2025-03-26T11:16:52Z,0,"perlu ditambah pasal baik untuk RUU TNI maupun Polri, pasal Tambahan Hukuman bagi anggota TNI/Polri yang melakukan pelanggaran hukum pidana dan perdata. karena mereka dibiayai dan wajib melindungi masyarakat sipil",True
@d3wfor3v3r,Baik tempo dulu maupun tempo sekarang tetap legacy bagi bangsa ini...,2025-03-26T11:07:42Z,0,Baik tempo dulu maupun tempo sekarang tetap legacy bagi bangsa ini...,True
@fajarpradana2177,Udah klen rendang tuh babi nya?,2025-03-26T11:02:19Z,0,Udah klen rendang tuh babi nya?,True
@bennypribadi3914,Perilaku mafia...tempo pahlawan kebenaran...hidup bocor alus,2025-03-26T10:54:02Z,0,Perilaku mafia...tempo pahlawan kebenaran...hidup bocor alus,True
@RickyanandaSihotang,Edukasi dan literasi,2025-03-26T10:40:44Z,1,Edukasi dan literasi,True
@isroisrok2447,Kami rakyat jelata GK peduli kritikan ancaman apapun fokus mendukung penuh kenerja pemerintahan p.prabowo..❤,2025-03-26T10:34:22Z,0,Kami rakyat jelata GK peduli kritikan ancaman apapun fokus mendukung penuh kenerja pemerintahan p.prabowo..❤,True
@achsultannawawi2137,Selamat datang Orde Baru dengan dwifungsi TNI. Masihkah negeri ini demokratis? Kita akan membaca dalam sejarah. Terimakasih,2025-03-26T10:27:33Z,0,Selamat datang Orde Baru dengan dwifungsi TNI. Masihkah negeri ini demokratis? Kita akan membaca dalam sejarah. Terimakasih,True
@EkoNovanti,"Bukannya ide bagus ya, klo tentara di tempatkn di kementrian ato lembaga bwt ngawasi pejabat biar nggk korup? Uang negara nguap kemana2 <br>Siapa lg yg bs dipercaya klo nggk TNI? Gmn pendapat kalian... ?",2025-03-26T10:01:49Z,0,"Bukannya ide bagus ya, klo tentara di tempatkn di kementrian ato lembaga bwt ngawasi pejabat biar nggk korup? Uang negara nguap kemana2 
Siapa lg yg bs dipercaya klo nggk TNI? Gmn pendapat kalian... ?",True
@ismailgege7802,Kami bersama tempo,2025-03-26T09:55:20Z,0,Kami bersama tempo,True
@fadelbiknrhikam1754,Here we stand for tempo,2025-03-26T09:47:54Z,0,Here we stand for tempo,True
@massanigraphics,nitip 04.00,2025-03-26T09:47:43Z,0,nitip 04.00,True
@wibowo272,Semangat team bocor alus tempo,2025-03-26T09:38:58Z,0,Semangat team bocor alus tempo,True
@mukminritonga26,tempo memang otaknya bocor.,2025-03-26T09:34:31Z,0,tempo memang otaknya bocor.,True
@lavionaputri1532,Rakyat Gak memandang dan menilai rezim  siapa pemimpinnya <br><br>Yg penting negara kita aman- Lapangan kerja terbuka luas - Beaya pendidikan muRah- Beaya Kesehatan murah <br><br>Bukti dan fakta  :<br>Sejak reformasi negara dipimpin oleh seorang pemimpin Sipil ternyata malah carut marut dan hancur lebur serta numpuk hutang,2025-03-26T09:32:04Z,0,"Rakyat Gak memandang dan menilai rezim  siapa pemimpinnya 

Yg penting negara kita aman- Lapangan kerja terbuka luas - Beaya pendidikan muRah- Beaya Kesehatan murah 

Bukti dan fakta  :
Sejak reformasi negara dipimpin oleh seorang pemimpin Sipil ternyata malah carut marut dan hancur lebur serta numpuk hutang",True
@Dirhansyah,"Memang sekarang ini bukan aja institusi Polisi aja yg terima bayaran, bahkan institusi pengesah UU buka pelelangan Wa ni pi ro......<br>😱😱😱😱😱",2025-03-26T09:15:30Z,0,"Memang sekarang ini bukan aja institusi Polisi aja yg terima bayaran, bahkan institusi pengesah UU buka pelelangan Wa ni pi ro......
😱😱😱😱😱",True
@MuhammadRifki-nc6fx,"Hingga detik ini, tempo masih menjadi kebanggaan kami, tetap semangat untuk Indonesia , walau banyak teror,",2025-03-26T09:07:34Z,0,"Hingga detik ini, tempo masih menjadi kebanggaan kami, tetap semangat untuk Indonesia , walau banyak teror,",True
@EkoNovanti,Brarti pasal yg kontroversi sdh di cancel kan ya...??,2025-03-26T09:05:28Z,0,Brarti pasal yg kontroversi sdh di cancel kan ya...??,True
@Tikus_Merah,Kenapa aku WNI,2025-03-26T08:44:08Z,0,Kenapa aku WNI,True
@gekyud1088,berterimakasih pd pendahulunya yg ngancurin demokrasi. mengubah menjadi  minimal tamat SMA 😂😂😂,2025-03-26T08:38:53Z,0,berterimakasih pd pendahulunya yg ngancurin demokrasi. mengubah menjadi  minimal tamat SMA 😂😂😂,True
@hobihewandanpetanimal8057,Intinya adalah persaingan antar 2 institusi yang sama2 ingin Berkuasa di Negeri ini. Karena dengan &quot;BERKUASA MEREKA BISA MENDAPATKAN SEGALANYA&quot;!!!,2025-03-26T08:27:58Z,0,"Intinya adalah persaingan antar 2 institusi yang sama2 ingin Berkuasa di Negeri ini. Karena dengan ""BERKUASA MEREKA BISA MENDAPATKAN SEGALANYA""!!!",True
@florentiusdinar2991,Maju tak gentar maju trus spy rakyat semakin cerdas,2025-03-26T08:25:17Z,0,Maju tak gentar maju trus spy rakyat semakin cerdas,True
@ameliah9837,"Tetap semangat semua jurnalis Tempo, kalian adalah suara rakyat",2025-03-26T07:49:31Z,0,"Tetap semangat semua jurnalis Tempo, kalian adalah suara rakyat",True
@PakdeBudiman-th3kl,Hoi bocor alus ..kamu kan hebat cuba suara kan masalah ..perampasan aset ..😂😂😂😂,2025-03-26T07:48:18Z,0,Hoi bocor alus ..kamu kan hebat cuba suara kan masalah ..perampasan aset ..😂😂😂😂,True
@Ratnawatyy1,Semangat kak,2025-03-26T07:24:32Z,0,Semangat kak,True
@mayangtapan4080,"Pak jokowo pengaruh i ..indonesia rusak ..,10tjn pemimpinanNya.. ..hny Tempo yg terbaik..brta ..nya dn akurat  falit..smngt maju terus Tempo... smg sukses sllu.",2025-03-26T06:54:27Z,0,"Pak jokowo pengaruh i ..indonesia rusak ..,10tjn pemimpinanNya.. ..hny Tempo yg terbaik..brta ..nya dn akurat  falit..smngt maju terus Tempo... smg sukses sllu.",True
@ronaldalex3612,"Luar biasa, kebijakan BUMN yang lalu menjadikan pemerintah sebagai REGULATOR &amp; OPERATOR, hal ini membuat masalah besar di dunia usaha💣<br>Saat ini UU TNI dampaknya kemungkinan sebagai REGULATOR, OPERATOR &amp; <br>EKSEKUTOR (Tanpa disertai tanggungjawabnya)💰<br>👽",2025-03-26T06:43:00Z,0,"Luar biasa, kebijakan BUMN yang lalu menjadikan pemerintah sebagai REGULATOR & OPERATOR, hal ini membuat masalah besar di dunia usaha💣
Saat ini UU TNI dampaknya kemungkinan sebagai REGULATOR, OPERATOR & 
EKSEKUTOR (Tanpa disertai tanggungjawabnya)💰
👽",True
@TediJano,Tempo kereeen❤,2025-03-26T06:37:30Z,0,Tempo kereeen❤,True
@Noor.M-mg8mo,TEMPO MILIK GEORGE SOROS 🙏😊,2025-03-26T06:15:41Z,0,TEMPO MILIK GEORGE SOROS 🙏😊,True
@alien432hz9,"Tempo harus tetep ada dan tetep jujur. Yg belum langganan silahkan langganan. Itu salah satu cara mendukung, biar Tempo tetap hidup, menjadi Teman Rakyat.",2025-03-26T06:14:45Z,0,"Tempo harus tetep ada dan tetep jujur. Yg belum langganan silahkan langganan. Itu salah satu cara mendukung, biar Tempo tetap hidup, menjadi Teman Rakyat.",True
@GMMEPANCITRA,"semangat, maju terus pantang mundur",2025-03-26T06:08:31Z,0,"semangat, maju terus pantang mundur",True
@zidni_ilmi,"Sungguh menjengkelkan sekali pemerintah, kenapa tidak mampu untuk membuat kebijakan lebih baik? Udah rata nih isi pemerintah cuma orang egois yang ngga peduli sama rakyat?",2025-03-26T06:07:41Z,0,"Sungguh menjengkelkan sekali pemerintah, kenapa tidak mampu untuk membuat kebijakan lebih baik? Udah rata nih isi pemerintah cuma orang egois yang ngga peduli sama rakyat?",True
@DedySimbolon-u6n,Tak jelas,2025-03-26T06:01:01Z,0,Tak jelas,True
