Username,Komentar,Timestamp,Likes,Original Text,Public
@uthibfg9480,Saat mereka sedikit2 ketakutan atas narasi yg agak nyerempet2. Itu bukti bahwa kebebasan berpendapat di Indonesia itu dibelenggu. Bahkan para influencer itu banyak yg ditandain dan diperhatiin sama pemerintah. Kita tuh udh ada di era OTORITER,2025-03-26T03:49:23Z,0,Saat mereka sedikit2 ketakutan atas narasi yg agak nyerempet2. Itu bukti bahwa kebebasan berpendapat di Indonesia itu dibelenggu. Bahkan para influencer itu banyak yg ditandain dan diperhatiin sama pemerintah. Kita tuh udh ada di era OTORITER,True
@robbybahtera2967,Cari viewer ga gini juga. Bahas negara tp yg di undang bukan yg berkompeten. Channel bisnis lama2 melarat isi konten nya demi viewer. Ga konsisten,2025-03-26T03:49:17Z,0,Cari viewer ga gini juga. Bahas negara tp yg di undang bukan yg berkompeten. Channel bisnis lama2 melarat isi konten nya demi viewer. Ga konsisten,True
@wiwinhernita1457,"Ayo angkat Anis dan felix siau utk indonesia 2029, INDONESIA BUTUH MANUSIA CERDAS BERHATI NURANI",2025-03-26T03:41:32Z,0,"Ayo angkat Anis dan felix siau utk indonesia 2029, INDONESIA BUTUH MANUSIA CERDAS BERHATI NURANI",True
@FikriAnakBaik-r1l,Banyak &quot;easter egg&quot;☝🏻🗿🗿,2025-03-26T03:26:50Z,0,"Banyak ""easter egg""☝🏻🗿🗿",True
@Tri-w2h,Wah gokill.. <br>Ngerii,2025-03-26T03:17:41Z,0,"Wah gokill.. 
Ngerii",True
@khalilaabbynaya4599,Tawanya Raymond bikin candu😊,2025-03-26T02:57:55Z,0,Tawanya Raymond bikin candu😊,True
@reviviee,orang gila mana yang nyatuin Ust Felix sama Guru Gembul wkwkwkwkkw berharap aman? Naif kamu Raymond wkwkwk,2025-03-26T02:46:21Z,0,orang gila mana yang nyatuin Ust Felix sama Guru Gembul wkwkwkwkkw berharap aman? Naif kamu Raymond wkwkwk,True
@chichi2217,Menarik sekali topik yg dibahas,2025-03-26T01:26:00Z,0,Menarik sekali topik yg dibahas,True
@sitialifah7921,Podcast yg mencerdaskan. Lanjutkan ❤,2025-03-26T00:42:28Z,0,Podcast yg mencerdaskan. Lanjutkan ❤,True
@naufalalghifari3660,"Pembahasan kali ini sangat serius , walau ada seru serunya juga , tapi disusupi dengan logika cerdas yang mendasar dari Pak Gurgem sekaligus lawakan dari ustdz. Felix Siauw . Mudahan mudahan episode Escape ini tidak hanya ada di Bulan Ramadhan , tapi setelah Ramadhan di hari hari biasa harus terus berlanjut sepenjang keadilan dan kesejahteraan Indonesia belum tercapai . <br><br><br>NEXT : UNDANG PAK ANIES BASWEDAN BRO , SOAL PENDIDIKAN , DAN PEMIMPIN NEGARA",2025-03-26T00:27:23Z,1,"Pembahasan kali ini sangat serius , walau ada seru serunya juga , tapi disusupi dengan logika cerdas yang mendasar dari Pak Gurgem sekaligus lawakan dari ustdz. Felix Siauw . Mudahan mudahan episode Escape ini tidak hanya ada di Bulan Ramadhan , tapi setelah Ramadhan di hari hari biasa harus terus berlanjut sepenjang keadilan dan kesejahteraan Indonesia belum tercapai . 


NEXT : UNDANG PAK ANIES BASWEDAN BRO , SOAL PENDIDIKAN , DAN PEMIMPIN NEGARA",True
@saepulloh3669,Nah dari sini terbuka ketahuan kmna mengalir nya uang pajak digunakan tidak semana mestinya ! Hanya di hambur2 kan oleh mereka.,2025-03-25T23:02:54Z,0,Nah dari sini terbuka ketahuan kmna mengalir nya uang pajak digunakan tidak semana mestinya ! Hanya di hambur2 kan oleh mereka.,True
@rizkitaufik2488,Gua yang meriang😅,2025-03-25T22:36:46Z,0,Gua yang meriang😅,True
@aliww2120,Mahal banget pak gembul,2025-03-25T22:07:05Z,0,Mahal banget pak gembul,True
@mazoker313,"lanjut part 2 lah, daging semua ini",2025-03-25T21:48:56Z,0,"lanjut part 2 lah, daging semua ini",True
@guruprofesional4801,"Nasib guru honorer , masih berusaha mendidik anak bangsa indonesia, tanpa menilai dari nilai angka, tetapi dg ikhlas untuk anak bangsa, agar masa depan menjadi terang. Aminnn",2025-03-25T21:41:36Z,0,"Nasib guru honorer , masih berusaha mendidik anak bangsa indonesia, tanpa menilai dari nilai angka, tetapi dg ikhlas untuk anak bangsa, agar masa depan menjadi terang. Aminnn",True
@HarisSuharyono,Coba dicari siapa tau nama channel intelnya mulyonowashere,2025-03-25T21:33:39Z,0,Coba dicari siapa tau nama channel intelnya mulyonowashere,True
@roxxmain-ot7qo,"enak nih obrolan  , damai dan mencerdaskan.",2025-03-25T21:25:07Z,0,"enak nih obrolan  , damai dan mencerdaskan.",True
@Reinhardt57,"<a href=""https://www.youtube.com/watch?v=tq4ahGhPGCM&amp;t=787"">13:07</a><br>maksudnya pak guru yang cipit di sana itu adalah irek hetar",2025-03-25T21:14:29Z,0,"13:07
maksudnya pak guru yang cipit di sana itu adalah irek hetar",True
@ZulpanKontt,bahas bisnis lagi bng,2025-03-25T20:30:00Z,0,bahas bisnis lagi bng,True
@bagashandika1793,DPR+POLISI= HAMA,2025-03-25T19:41:10Z,0,DPR+POLISI= HAMA,True
@DimasAp-qm9kx,Kode2 gini saya suka ini konten ❤,2025-03-25T18:50:10Z,0,Kode2 gini saya suka ini konten ❤,True
@IMR_channel-j6m,"Ray,,, undang rocky Gerung",2025-03-25T18:18:52Z,0,"Ray,,, undang rocky Gerung",True
@ariturbo4094,Bgs vt nya..bongkar terus kebenaran,2025-03-25T18:08:14Z,0,Bgs vt nya..bongkar terus kebenaran,True
@arikshafri,we ow we sih ini,2025-03-25T18:07:23Z,0,we ow we sih ini,True
@bentang4538,"Hampir semua masyarakat Indonesia munafik!!!<br>Teriak anti korupsi tapi menerima uang serangan fajar saat pemilu dan pilkada..<br>Bikin SIM, urus KTP dan dokumen2 lainnya menggunakan jasaa calo..<br>Ingin diterima bekerja di suatu instansi lewat ordal...<br>Masuk sekolah favorit lewat jalur belakang...",2025-03-25T17:59:41Z,1,"Hampir semua masyarakat Indonesia munafik!!!
Teriak anti korupsi tapi menerima uang serangan fajar saat pemilu dan pilkada..
Bikin SIM, urus KTP dan dokumen2 lainnya menggunakan jasaa calo..
Ingin diterima bekerja di suatu instansi lewat ordal...
Masuk sekolah favorit lewat jalur belakang...",True
@mrafiqna,"yang paling bener sekarang adalah merombak sistemnya dengan kekompakan rakyat dari SEKARANG. soalnya kalau dibiarin makin lama maka sistem kotor ini makin absolut. perubahan di mulai dari diri sendiri,. gaskan perubahan !",2025-03-25T17:59:31Z,0,"yang paling bener sekarang adalah merombak sistemnya dengan kekompakan rakyat dari SEKARANG. soalnya kalau dibiarin makin lama maka sistem kotor ini makin absolut. perubahan di mulai dari diri sendiri,. gaskan perubahan !",True
@ramadhanekaputra7069,Tolong dong undang ustadz khalid basalamah,2025-03-25T17:54:41Z,0,Tolong dong undang ustadz khalid basalamah,True
@RAJAWARTAChannel,Diskusinya kurang tajam membahas judul,2025-03-25T17:28:06Z,0,Diskusinya kurang tajam membahas judul,True
@richowahyu4805,Opening aja sudah cerah ni otak dengarnya,2025-03-25T17:26:17Z,0,Opening aja sudah cerah ni otak dengarnya,True
@joniahong853,RUU perampasan aset&#39; dong 😅😂😂,2025-03-25T16:38:29Z,0,RUU perampasan aset' dong 😅😂😂,True
@fianhidayat5066,DPR yg sesungguhnya...,2025-03-25T16:16:35Z,0,DPR yg sesungguhnya...,True
@hans_official7970,Undang hanafi rais dong,2025-03-25T16:13:04Z,0,Undang hanafi rais dong,True
@CanIrawan,Saya hanya penonton,2025-03-25T16:05:33Z,0,Saya hanya penonton,True
@Pbj26jan,Keren lu bang Raymond 👋,2025-03-25T15:57:46Z,0,Keren lu bang Raymond 👋,True
@sucipermata6530,the real 3 wakil rakyat,2025-03-25T15:18:02Z,0,the real 3 wakil rakyat,True
@ilhambradjamukti3645,Bang George soros bang,2025-03-25T14:58:51Z,1,Bang George soros bang,True
@ilhambradjamukti3645,Bang coba bahas George soros ❤❤❤❤❤❤❤❤❤❤,2025-03-25T14:58:18Z,1,Bang coba bahas George soros ❤❤❤❤❤❤❤❤❤❤,True
@kanggaara03,Wow,2025-03-25T14:11:59Z,0,Wow,True
@Herodon-l2k,"Rosting letkol deddy cahyadi corbz, buzzer menhan dukung ruu TNI",2025-03-25T14:00:22Z,0,"Rosting letkol deddy cahyadi corbz, buzzer menhan dukung ruu TNI",True
@adityabudi9447,Untung di sini pak guru gak bawa palu 😂😂,2025-03-25T13:18:29Z,0,Untung di sini pak guru gak bawa palu 😂😂,True
@muhammadraafinovian580,Karena itu menurut atomic habits kita harus merubah sistem agar tujuan yg dibuat selaras atau sejajar dengan yang dibuat oleh sistem. <br><br>Masalahnya sistemnya itu yg mengarah dan bekerja ke arah &quot;LABIL&quot; atau tidak konsisten<br><br>Itulah pentingnya merubah sistem yg dark jadi glow,2025-03-25T13:12:10Z,0,"Karena itu menurut atomic habits kita harus merubah sistem agar tujuan yg dibuat selaras atau sejajar dengan yang dibuat oleh sistem. 

Masalahnya sistemnya itu yg mengarah dan bekerja ke arah ""LABIL"" atau tidak konsisten

Itulah pentingnya merubah sistem yg dark jadi glow",True
@WinDRawan-vb5iu,Hati2 masyarakat Indonesia bisa menjadi Hody Jones di One Piece,2025-03-25T12:59:38Z,0,Hati2 masyarakat Indonesia bisa menjadi Hody Jones di One Piece,True
@Fadly_kepto,"Kalau ruu perampasan aset di sah kan trus koruptor di miskin kan, mereka takut karena mereka&quot; yang korupsi, meraka ga mau lah takut di miskinkan",2025-03-25T12:44:54Z,0,"Kalau ruu perampasan aset di sah kan trus koruptor di miskin kan, mereka takut karena mereka"" yang korupsi, meraka ga mau lah takut di miskinkan",True
@Reny1201,klo org hotel pst tau acupancy hotel 70% pemerintahan 30% tamu keluarga😂,2025-03-25T12:31:47Z,0,klo org hotel pst tau acupancy hotel 70% pemerintahan 30% tamu keluarga😂,True
@fallstory1703,"Detik <a href=""https://www.youtube.com/watch?v=tq4ahGhPGCM&amp;t=55"">00:55</a> itu cocok banget sih apa kata pak anis baswedan, harusnya pak anis yang jadi presiden",2025-03-25T12:07:19Z,1,"Detik 00:55 itu cocok banget sih apa kata pak anis baswedan, harusnya pak anis yang jadi presiden",True
